,starting_time_stamp,coordinates_of_starting_location,coordinates_of_destination,estimate_travel_time_minutes
39647,2017-04-01 14:25:46, 116.371284 39.866658, 116.369251 39.865059,5.0
39648,2017-04-01 17:31:54, 116.375721 39.919858, 116.390796 39.90661,10.0
39649,2017-04-01 20:14:13, 116.381111 39.895041, 116.433653 39.909817,24.0
39650,2017-04-01 20:25:19, 116.417421 39.90733, 116.433587 39.911171,31.0
39651,2017-04-01 16:13:37, 116.576421 40.085769, 116.573641 40.108684,13.0
39652,2017-04-01 23:01:09, 116.566791 40.07579, 116.433587 39.911171,112.0
39653,2017-04-01 12:13:41, 116.507215 39.86735, 116.338903 39.727173,110.0
39654,2017-04-01 13:50:09, 116.366469 39.92535, 116.399697 39.898915,13.0
39655,2017-04-01 18:17:32, 116.380159 39.921601, 116.376484 39.890504,18.0
39656,2017-04-01 19:25:37, 116.381803 39.841816, 116.376484 39.890504,17.0
39657,2017-04-01 07:44:15, 116.588242 39.879782, 116.572244 40.011309,47.0
39658,2017-04-01 12:09:26, 116.57378 40.010121, 116.586078 39.880877,46.0
39659,2017-04-01 21:17:44, 116.541854 39.922922, 116.483266 39.918474,26.0
39660,2017-04-01 23:38:51, 116.483033 39.919235, 116.597684 39.920432,51.0
39661,2017-04-01 20:58:53, 116.653037 39.899657, 116.289322 40.004906,173.0
39662,2017-04-01 19:29:04, 116.356641 40.08483, 116.384794 39.871009,124.0
39663,2017-04-01 11:15:02, 116.478901 39.988572, 116.612373 39.913541,45.0
39664,2017-04-01 11:33:11, 116.461042 39.819603, 116.483746 39.900552,29.0
39665,2017-04-01 15:09:53, 116.38174 39.842245, 116.368328 39.798503,16.0
39666,2017-04-01 18:44:48, 116.429961 39.989298, 116.457773 40.143781,90.0
39667,2017-04-01 14:19:06, 116.502086 39.900791, 116.563398 39.737857,61.0
39668,2017-04-01 22:07:35, 116.470286 39.732187, 116.356181 39.686053,35.0
39669,2017-04-01 22:45:31, 116.353319 39.722687, 116.331607 39.686053,14.0
39670,2017-04-01 23:41:07, 116.328151 39.686053, 116.352082 39.832401,53.0
39671,2017-04-01 15:05:05, 116.283564 40.03937, 116.469208 39.883141,76.0
39672,2017-04-01 16:24:21, 116.318814 39.917603, 116.196464 39.744276,71.0
39673,2017-04-01 19:08:47, 116.380788 40.015758, 116.357167 40.017516,6.0
39674,2017-04-01 09:04:58, 116.469361 39.899387, 116.458673 39.979699,46.0
39675,2017-04-01 10:04:04, 116.457422 39.980666, 116.439923 40.036881,33.0
39676,2017-04-01 10:49:26, 116.424548 40.036587, 116.390056 39.851489,108.0
39677,2017-04-01 11:41:58, 116.424548 40.036587, 116.390056 39.851489,108.0
39678,2017-04-01 13:14:28, 116.377509 39.843422, 116.390056 39.851489,30.0
39679,2017-04-01 13:46:55, 116.38121 39.841913, 116.44103 39.910608,47.0
39680,2017-03-17 00:14:48, 116.275083 40.047184, 116.313055 39.984354,25.0
39681,2017-04-01 16:32:13, 116.21073 39.764031, 116.226745 39.767457,30.0
39682,2017-04-01 20:13:06, 116.226745 39.767457, 116.433587 39.911171,77.0
39683,2017-04-01 18:24:58, 116.35003 40.002066, 116.601543 40.083091,121.0
39684,2017-04-01 23:25:56, 116.349967 39.99962, 116.354018 40.026394,65.0
39685,2017-04-01 08:45:50, 116.666907 39.907648, 116.671099 39.913844,16.0
39686,2017-04-01 20:35:22, 116.381704 39.870839, 116.394145 39.859804,5.0
39687,2017-04-01 07:52:21, 116.664554 39.937321, 116.536222 39.922519,36.0
39688,2017-04-01 10:05:49, 116.536734 39.922873, 116.648794 39.911853,31.0
39689,2017-04-01 09:05:07, 116.465767 39.992974, 116.490307 39.997054,11.0
39690,2017-04-01 09:34:37, 116.465785 39.993001, 116.488246 39.996781,10.0
39691,2017-04-01 14:14:56, 116.465767 39.992981, 116.648794 39.911853,94.0
39692,2017-04-01 14:40:49, 116.465767 39.992987, 116.546254 39.917089,56.0
39693,2017-04-01 15:20:29, 116.465803 39.992904, 116.553334 40.093021,69.0
39694,2017-04-01 15:39:05, 116.465767 39.992981, 116.695635 39.919961,110.0
39695,2017-04-01 16:53:50, 116.465741 39.99287, 116.204337 39.919024,123.0
39696,2017-04-01 18:07:58, 116.465776 39.992974, 116.355979 40.03293,33.0
39697,2017-04-01 10:07:57, 116.499741 39.888357, 116.448128 39.894675,23.0
39698,2017-04-01 10:23:08, 116.499741 39.888357, 116.44688 39.92865,33.0
39699,2017-04-01 10:41:48, 116.499741 39.888357, 116.435137 39.900143,29.0
39700,2017-04-01 10:58:24, 116.499741 39.888357, 116.188407 40.065272,172.0
39701,2017-04-01 11:23:32, 116.499741 39.888357, 116.46522 39.89882,16.0
39702,2017-04-01 11:42:49, 116.499741 39.888357, 116.44688 39.92865,33.0
39703,2017-04-01 12:08:02, 116.499741 39.888357, 116.44688 39.92865,33.0
39704,2017-04-01 12:57:53, 116.470169 39.890336, 116.44688 39.92865,24.0
39705,2017-04-01 14:00:48, 116.456802 39.931851, 116.44688 39.92865,19.0
39706,2017-04-01 15:55:53, 116.500002 39.888391, 116.44688 39.92865,33.0
39707,2017-04-01 16:14:06, 116.499939 39.88873, 116.454628 39.962523,47.0
39708,2017-04-01 17:35:51, 116.500047 39.888371, 116.472364 39.925744,24.0
39709,2017-04-01 02:17:55, 116.318634 39.864422, 116.34587 39.99834,48.0
39710,2017-04-01 22:16:34, 116.318589 39.864436, 116.418373 39.942207,39.0
39711,2017-04-01 15:06:27, 116.431353 39.939714, 116.453664 39.976802,14.0
39712,2017-04-01 23:09:52, 116.293821 40.037015, 116.302352 40.036105,15.0
39713,2017-04-02 00:14:29, 116.315053 40.06149, 116.422819 40.065132,30.0
39714,2017-04-01 12:10:19, 116.468364 39.917077, 116.428581 39.9853,27.0
39715,2017-04-01 17:55:35, 116.449571 39.901144, 116.380077 39.907132,19.0
39716,2017-04-01 08:58:57, 116.435198 39.850091, 116.433587 39.911171,35.0
39717,2017-04-01 08:52:48, 116.396526 39.876979, 116.445111 39.930658,23.0
39718,2017-04-01 10:48:42, 116.414106 40.004256, 116.400165 39.951165,19.0
39719,2017-04-01 11:44:52, 116.400182 39.95124, 116.44621 40.083509,49.0
39720,2017-04-01 12:57:45, 116.399751 39.95151, 116.44621 40.083509,49.0
39721,2017-04-01 16:49:26, 116.393472 39.862511, 116.408255 39.862032,27.0
39722,2017-04-01 18:21:35, 116.365319 39.814477, 116.37769 39.844476,11.0
39723,2017-04-01 22:35:33, 116.478496 39.919353, 116.207545 39.895405,75.0
39724,2017-04-01 15:28:26, 116.405792 39.957866, 116.430124 39.963261,11.0
39725,2017-04-01 10:16:40, 116.109104 39.943925, 116.421917 40.011769,144.0
39726,2017-04-01 20:44:04, 116.259202 39.910201, 116.268372 39.900151,7.0
39727,2017-04-01 15:27:02, 116.432683 39.965938, 116.384794 39.871009,58.0
39728,2017-04-01 14:18:17, 116.328372 39.919353, 116.420985 39.915741,41.0
39729,2017-04-01 17:17:29, 116.418517 39.915555, 116.423553 39.916064,9.0
39730,2017-04-01 20:26:05, 116.264278 39.920798, 116.215486 39.917496,13.0
39731,2017-04-01 09:20:48, 116.427884 39.864577, 116.416593 39.861044,22.0
39732,2017-04-01 19:59:40, 116.199797 39.915064, 116.188847 39.968852,31.0
39733,2017-04-01 07:47:40, 116.294712 39.712749, 116.441824 39.940168,91.0
39734,2017-04-01 08:34:36, 116.295251 39.766936, 116.36708 39.902805,52.0
39735,2017-04-01 14:13:47, 116.294757 39.712708, 116.509672 39.995379,118.0
39736,2017-04-01 16:21:18, 116.465724 39.835302, 116.509672 39.995379,59.0
39737,2017-04-01 16:59:05, 116.511222 39.995613, 116.292951 39.750605,107.0
39738,2017-04-01 12:06:44, 116.297156 39.986755, 116.303952 39.895969,32.0
39739,2017-04-01 13:29:03, 116.367313 39.944049, 116.29054 39.880356,31.0
39740,2017-04-01 13:49:33, 116.373422 39.944423, 116.371693 39.945457,4.0
39741,2017-04-01 14:24:07, 116.37061 39.946373, 116.369483 39.946094,2.0
39742,2017-04-01 15:06:19, 116.370314 39.947998, 116.350353 40.00626,145.0
39743,2017-04-01 22:19:30, 116.564042 40.016483, 116.34985 39.839686,87.0
39744,2017-04-01 21:21:02, 116.392592 39.967887, 116.379998 39.923503,109.0
39745,2017-04-01 16:35:05, 116.442106 39.947548, 116.363756 39.913023,40.0
39746,2017-04-01 10:49:17, 116.623321 39.930883, 116.301459 39.913534,143.0
39747,2017-04-01 13:56:05, 116.274195 39.840777, 116.26836 40.137,171.0
39748,2017-04-01 06:58:22, 116.3684 39.988268, 116.279877 39.920013,55.0
39749,2017-04-01 07:59:49, 116.363244 39.993063, 116.279877 39.920013,56.0
39750,2017-04-01 08:56:08, 116.280788 39.925702, 116.279877 39.920013,13.0
39751,2017-04-01 08:47:16, 116.309732 39.889575, 116.414671 39.967083,40.0
39752,2017-04-01 07:44:27, 116.328282 39.902065, 116.327905 39.918685,9.0
39753,2017-04-01 08:16:21, 116.326818 39.913099, 116.327905 39.918685,13.0
39754,2017-04-01 11:26:32, 116.328453 39.913494, 116.369793 40.08723,102.0
39755,2017-04-01 12:03:39, 116.409812 39.940011, 116.369604 40.086936,86.0
39756,2017-04-01 08:24:37, 116.362031 39.970057, 116.302869 39.952283,28.0
39757,2017-04-01 09:02:36, 116.367187 39.988171, 116.44725 39.92109,32.0
39758,2017-04-01 09:52:59, 116.36716 39.988081, 116.364861 39.957117,11.0
39759,2017-04-01 12:01:32, 116.364681 39.957303, 116.354699 39.956022,4.0
39760,2017-04-01 12:16:07, 116.36222 39.941712, 116.354699 39.956022,8.0
39761,2017-04-01 12:52:17, 116.354863 39.955852, 116.363631 39.970727,9.0
39762,2017-04-01 13:06:48, 116.354863 39.955852, 116.363631 39.970727,9.0
39763,2017-04-01 23:38:30, 116.576564 40.013727, 116.273494 40.045132,85.0
39764,2017-04-01 08:10:15, 116.324536 39.772648, 116.365752 39.761419,12.0
39765,2017-04-01 21:03:39, 116.322218 39.772579, 116.097752 39.718818,65.0
39766,2017-04-01 14:15:56, 116.603738 39.859548, 116.626888 39.883088,10.0
39767,2017-04-01 14:56:49, 116.607682 39.895083, 116.626888 39.883088,11.0
39768,2017-04-01 09:38:29, 116.365355 39.969829, 116.332279 39.938758,14.0
39769,2017-04-01 22:31:11, 116.465759 40.012221, 116.621521 39.934071,51.0
39770,2017-04-01 21:44:11, 116.396077 39.941124, 116.36364 39.945707,14.0
39771,2017-04-01 15:56:33, 116.27547 39.916268, 116.384794 39.871009,55.0
39772,2017-04-01 16:39:45, 116.301512 39.915389, 116.50541 39.924973,90.0
39773,2017-04-01 11:34:10, 116.322685 39.765764, 116.343195 39.73338,12.0
39774,2017-04-01 17:10:31, 116.372901 39.727304, 116.320395 39.769102,20.0
39775,2017-04-01 13:19:47, 116.502116 39.80336, 116.494933 39.976529,62.0
39776,2017-04-01 12:00:03, 116.404117 40.090826, 116.420448 39.946839,52.0
39777,2017-04-01 13:35:20, 116.404988 40.089736, 116.41862 40.08015,8.0
39778,2017-04-01 14:04:02, 116.419936 40.079855, 116.415219 39.986108,54.0
39779,2017-04-01 14:30:45, 116.419918 40.079827, 116.462672 39.888973,112.0
39780,2017-04-01 14:45:16, 116.423924 40.027651, 116.37403 39.918001,67.0
39781,2017-04-01 21:41:44, 116.403802 40.090806, 116.462672 39.888973,119.0
39782,2017-04-01 09:49:29, 116.355563 39.947659, 116.383743 39.932784,15.0
39783,2017-04-01 14:28:05, 116.380599 39.911259, 116.383743 39.932784,12.0
39784,2017-04-01 15:11:34, 116.38607 39.929465, 116.383743 39.932784,9.0
39785,2017-04-01 15:39:58, 116.386438 39.934251, 116.361039 39.94181,7.0
39786,2017-04-01 19:57:53, 116.321306 40.041169, 116.281062 39.953052,33.0
39787,2017-04-01 21:14:31, 116.298135 40.04887, 116.344453 40.052857,12.0
39788,2017-04-01 08:11:48, 116.475038 39.892862, 116.612373 39.913541,38.0
39789,2017-04-01 08:54:28, 116.475442 39.892938, 116.419372 39.984947,36.0
39790,2017-04-01 09:35:38, 116.424742 40.034067, 116.382305 40.016549,89.0
39791,2017-04-01 11:12:01, 116.39941 40.023549, 116.437456 39.986628,27.0
39792,2017-04-01 11:53:33, 116.402994 40.014708, 116.437456 39.986628,22.0
39793,2017-04-01 19:59:14, 116.430419 39.988918, 116.382305 40.016549,26.0
39794,2017-04-01 12:51:28, 116.596264 39.788978, 116.46133 39.827778,40.0
39795,2017-04-01 19:39:07, 116.428901 39.714435, 116.164179 39.732166,73.0
39796,2017-04-01 14:35:18, 116.314421 40.097684, 116.278247 39.887033,123.0
39797,2017-04-01 15:12:23, 116.342188 40.076211, 116.278247 39.887033,113.0
39798,2017-04-01 14:30:55, 116.342466 39.973444, 116.315887 39.941278,22.0
39799,2017-04-01 14:44:35, 116.316298 39.943137, 116.315887 39.941278,4.0
39800,2017-04-01 23:02:22, 116.645429 39.903573, 116.401561 39.857972,111.0
39801,2017-04-01 15:32:10, 116.439357 39.868146, 116.410207 39.882689,9.0
39802,2017-04-01 12:15:25, 116.502787 40.039529, 116.404346 39.890107,96.0
39803,2017-04-01 13:33:45, 116.424302 39.899608, 116.404346 39.890107,6.0
39804,2017-04-01 22:55:45, 116.413145 39.865634, 116.426368 40.000284,48.0
39805,2017-04-01 10:25:40, 116.43262 39.911225, 116.405207 39.867269,17.0
39806,2017-04-01 08:17:21, 116.277042 39.825588, 116.102884 40.115553,115.0
39807,2017-04-01 09:51:01, 116.328327 39.900639, 116.41716 39.871441,43.0
39808,2017-04-01 13:14:59, 116.328066 39.899864, 116.41716 39.871441,42.0
39809,2017-04-01 00:54:52, 116.480311 39.879277, 116.459568 39.911888,20.0
39810,2017-04-01 07:58:06, 116.480257 39.879242, 116.588604 39.935707,58.0
39811,2017-04-01 11:45:47, 116.28431 39.913604, 116.316855 39.918945,14.0
39812,2017-04-01 11:58:58, 116.31408 39.91285, 116.316855 39.918945,3.0
39813,2017-04-01 12:09:29, 116.317089 39.91817, 116.313041 39.927557,23.0
39814,2017-04-01 19:54:44, 116.443849 40.086466, 116.361888 40.067942,23.0
39815,2017-04-01 09:56:22, 116.15569 39.711216, 116.120641 39.728773,11.0
39816,2017-04-01 20:42:29, 116.420125 39.849239, 116.312651 39.924784,64.0
39817,2017-04-01 13:32:46, 116.356731 39.961887, 116.352856 40.021218,21.0
39818,2017-04-01 09:28:18, 116.320089 39.989422, 116.31963 39.990112,1.0
39819,2017-04-01 09:41:08, 116.320377 39.98786, 116.32662 39.9929,16.0
39820,2017-04-01 09:57:37, 116.322829 39.992725, 116.32662 39.9929,7.0
39821,2017-04-01 12:13:18, 116.345098 39.943918, 116.561612 40.076105,123.0
39822,2017-04-01 12:33:51, 116.360558 39.947382, 116.405842 39.791102,57.0
39823,2017-04-01 13:30:40, 116.357647 39.948094, 116.355908 39.950737,7.0
39824,2017-04-01 13:48:00, 116.356677 39.950604, 116.355908 39.950737,1.0
39825,2017-04-01 14:20:04, 116.356219 39.950335, 116.449021 39.96729,42.0
39826,2017-04-01 16:42:59, 116.226745 39.767457, 116.22338 39.772691,14.0
39827,2017-04-01 12:03:55, 116.408986 39.962378, 116.31586 39.969488,26.0
39828,2017-04-01 07:51:02, 116.330617 40.082215, 116.281532 40.050781,28.0
39829,2017-04-01 08:45:16, 116.325695 40.092572, 116.374348 40.000129,36.0
39830,2017-04-01 08:59:08, 116.278183 40.039681, 116.374348 40.000129,30.0
39831,2017-04-01 09:54:24, 116.293821 40.037015, 116.374348 40.000129,26.0
39832,2017-04-01 17:26:09, 116.214332 39.923365, 116.318605 39.93489,46.0
39833,2017-04-01 06:37:53, 116.355393 39.931802, 116.320857 40.023535,34.0
39834,2017-04-01 09:03:02, 116.537087 39.912184, 116.524828 39.930398,7.0
39835,2017-04-01 06:05:04, 116.436348 39.809115, 116.479712 39.835474,15.0
39836,2017-04-01 06:40:22, 116.475634 39.843718, 116.479712 39.835474,21.0
39837,2017-04-01 19:59:23, 116.296994 39.938656, 116.22396 39.91222,22.0
39838,2017-04-01 20:35:58, 116.224285 39.912497, 116.295024 39.938525,21.0
39839,2017-04-01 12:40:43, 116.438495 39.980051, 116.420177 39.952218,18.0
39840,2017-04-01 13:04:41, 116.438495 39.980051, 116.420177 39.952218,18.0
39841,2017-04-01 13:36:57, 116.439591 39.981171, 116.494702 39.899069,53.0
39842,2017-04-01 08:31:44, 116.575999 39.920729, 116.401561 39.857972,85.0
39843,2017-04-01 10:57:58, 116.563611 39.92212, 116.401561 39.857972,81.0
39844,2017-04-01 10:08:54, 116.2594 39.875657, 116.265264 39.898788,8.0
39845,2017-04-01 22:33:24, 116.409273 39.906548, 116.424591 39.901824,30.0
39846,2017-04-01 13:39:44, 116.484479 39.917118, 116.689379 39.901842,57.0
39847,2017-04-01 14:28:09, 116.505059 39.898999, 116.329919 39.896718,48.0
39848,2017-04-01 22:17:09, 116.492591 39.928151, 116.524526 39.863303,40.0
39849,2017-04-01 09:54:14, 116.311115 39.950072, 116.371681 39.934856,17.0
39850,2017-04-01 10:14:34, 116.372514 39.935675, 116.368172 39.938795,11.0
39851,2017-04-01 10:48:08, 116.336007 39.931069, 116.29897 39.95356,13.0
39852,2017-04-01 11:38:15, 116.281408 39.960269, 116.283061 39.947773,30.0
39853,2017-04-01 11:56:57, 116.290894 39.945094, 116.335926 39.916313,16.0
39854,2017-04-01 12:06:56, 116.316379 39.925211, 116.335956 39.916314,6.0
39855,2017-04-01 12:18:40, 116.335899 39.916551, 116.359574 39.937592,10.0
39856,2017-04-01 14:00:55, 116.282819 39.960189, 116.277323 39.949925,26.0
39857,2017-04-01 15:47:42, 116.282819 39.960189, 116.248985 39.953762,9.0
39858,2017-04-01 16:30:57, 116.282819 39.960189, 116.270201 39.931253,11.0
39859,2017-04-01 16:35:27, 116.267808 39.924727, 116.232748 39.917446,10.0
39860,2017-04-01 12:22:20, 116.495933 40.013803, 116.346613 39.740926,106.0
39861,2017-04-01 21:23:07, 116.440848 40.074645, 116.400735 40.180569,63.0
39862,2017-04-01 21:18:32, 116.558338 39.924215, 116.559362 39.91938,11.0
39863,2017-04-01 13:10:10, 116.640272 39.844004, 116.345916 39.944319,89.0
39864,2017-04-01 10:22:28, 116.440831 39.91478, 116.487201 39.9067,21.0
39865,2017-04-01 11:35:41, 116.204962 39.83658, 116.384092 39.907925,89.0
39866,2017-04-01 13:55:24, 116.428829 40.067936, 116.428721 40.067798,0.0
39867,2017-04-01 08:52:57, 116.349527 39.997548, 116.107109 40.094595,507.0
39868,2017-04-01 12:23:46, 116.504012 39.686053, 116.507257 39.691582,14.0
39869,2017-04-01 17:10:25, 116.482799 39.714629, 116.49552 39.687414,10.0
39870,2017-04-01 21:58:02, 116.521965 40.000498, 116.388266 39.949588,66.0
39871,2017-04-01 22:20:13, 116.521849 40.000684, 116.398131 39.939542,65.0
39872,2017-04-01 17:10:50, 116.380896 39.86571, 116.424023 39.983265,70.0
39873,2017-04-01 20:44:52, 116.354027 39.964106, 116.384794 39.871009,55.0
39874,2017-04-01 19:00:44, 116.331408 40.052522, 116.32348 40.067267,5.0
39875,2017-04-01 08:01:23, 116.409093 39.819479, 116.359656 39.851683,28.0
39876,2017-04-01 14:20:03, 116.409031 39.819562, 116.359656 39.851683,28.0
39877,2017-04-01 14:02:59, 116.331956 39.95001, 116.265706 39.819007,81.0
39878,2017-04-01 14:11:01, 116.602508 40.13368, 116.60326 40.13188,4.0
39879,2017-04-01 15:25:04, 116.607179 40.141982, 116.6013 40.151747,26.0
39880,2017-04-01 14:28:16, 116.412687 40.009147, 116.346259 39.997858,18.0
39881,2017-04-01 20:17:52, 116.48907 39.932425, 116.402239 39.941761,39.0
39882,2017-04-01 07:03:42, 116.371374 39.901726, 116.278247 39.887033,42.0
39883,2017-04-01 14:31:53, 116.30816 39.886634, 116.287506 39.892225,9.0
39884,2017-04-01 15:49:40, 116.28475 39.88999, 116.348305 39.729329,96.0
39885,2017-04-01 16:00:22, 116.280941 39.890087, 116.348305 39.729329,97.0
39886,2017-04-01 11:17:58, 116.397568 39.886398, 116.472397 39.937688,44.0
39887,2017-04-01 14:45:42, 116.473726 39.935489, 116.472397 39.937688,5.0
39888,2017-04-01 17:05:38, 116.472352 39.937708, 116.473464 39.939073,3.0
39889,2017-04-01 17:22:35, 116.473464 39.939073, 116.388326 39.880203,50.0
39890,2017-04-01 18:04:32, 116.380276 39.884516, 116.397204 39.886792,31.0
39891,2017-04-01 22:27:37, 116.399598 39.887118, 116.397231 39.886526,4.0
39892,2017-04-01 08:38:39, 116.379889 39.93035, 116.383914 39.930426,7.0
39893,2017-04-01 10:01:11, 116.44075 39.999848, 116.335163 39.795444,127.0
39894,2017-04-01 16:24:37, 116.15993 39.756279, 116.097752 39.721282,21.0
39895,2017-04-01 20:00:47, 116.431794 39.858794, 116.401561 39.857972,13.0
39896,2017-04-01 20:59:51, 116.428892 39.864194, 116.401561 39.857972,12.0
39897,2017-04-01 13:08:37, 116.465724 39.835302, 116.534477 39.830276,19.0
39898,2017-04-01 13:43:36, 116.469648 39.831725, 116.32437 39.84758,65.0
39899,2017-04-01 18:34:55, 116.469603 39.831587, 116.353471 39.771937,62.0
39900,2017-04-01 08:58:29, 116.445035 39.946622, 116.445151 39.949152,6.0
39901,2017-04-01 17:38:47, 116.676833 39.94629, 116.711884 39.949725,9.0
39902,2017-04-01 12:07:00, 116.3502 40.00655, 116.382305 40.016549,15.0
39903,2017-04-01 19:34:36, 116.391702 40.111709, 116.344687 39.944313,99.0
39904,2017-04-01 12:19:21, 116.310549 39.947313, 116.403164 39.928798,42.0
39905,2017-04-01 14:12:42, 116.311708 39.949823, 116.403164 39.928798,42.0
39906,2017-04-01 14:32:12, 116.310397 39.948737, 116.196328 39.99698,57.0
39907,2017-04-01 13:58:55, 116.432979 39.90331, 116.433587 39.911171,18.0
39908,2017-04-01 14:39:58, 116.433195 39.903338, 116.403857 39.915291,9.0
39909,2017-04-01 17:53:29, 116.405689 39.905628, 116.418037 39.919791,6.0
39910,2017-04-01 09:45:01, 116.319667 39.836497, 116.29198 39.834328,12.0
39911,2017-04-01 10:57:14, 116.29358 39.83338, 116.409643 39.939528,50.0
39912,2017-04-01 12:32:21, 116.316882 39.982995, 116.486425 39.914876,85.0
39913,2017-04-01 13:18:04, 116.317331 39.982684, 116.485049 39.918528,83.0
39914,2017-04-01 14:10:56, 116.466145 39.913542, 116.488683 39.915313,10.0
39915,2017-04-01 18:12:10, 116.441468 39.926989, 116.429135 39.947292,54.0
39916,2017-04-01 09:48:31, 116.429701 39.995109, 116.313855 39.979022,32.0
39917,2017-04-01 11:09:00, 116.310055 39.980894, 116.320865 39.992629,5.0
39918,2017-04-01 20:50:42, 116.660206 39.895325, 116.549199 39.912417,31.0
39919,2017-04-01 16:55:40, 116.489411 39.99535, 116.239332 39.854119,86.0
39920,2017-04-01 14:39:18, 116.424122 39.863107, 116.434561 39.849217,9.0
39921,2017-04-01 07:26:02, 116.710026 39.882163, 116.63361 39.910692,23.0
39922,2017-04-01 10:11:02, 116.452131 39.853338, 116.379146 39.91915,208.0
39923,2017-04-01 17:10:04, 116.291577 39.837002, 116.405842 39.791102,35.0
39924,2017-04-01 10:04:35, 116.394478 39.983832, 116.384552 39.915181,24.0
39925,2017-04-01 11:03:09, 116.394478 39.983797, 116.418122 39.921473,23.0
39926,2017-04-01 19:25:34, 116.445322 39.861556, 116.301052 39.992568,62.0
39927,2017-04-01 11:34:32, 116.357333 39.894827, 116.35198 39.8949,9.0
39928,2017-04-01 12:19:51, 116.352518 39.894938, 116.358446 39.896509,2.0
39929,2017-04-01 19:36:29, 116.31938 39.983673, 116.319056 39.983583,0.0
39930,2017-04-01 12:31:18, 116.286834 40.030296, 116.295952 40.005092,15.0
39931,2017-04-01 19:09:30, 116.375524 39.998342, 116.375254 39.983914,8.0
39932,2017-04-01 21:11:02, 116.376135 39.991212, 116.392088 40.009182,7.0
39933,2017-04-01 07:57:49, 116.36045 40.105259, 116.377873 39.98373,70.0
39934,2017-04-01 09:42:33, 116.349644 40.042505, 116.377873 39.98373,36.0
39935,2017-04-01 13:40:12, 116.303174 39.831282, 116.297075 39.82795,13.0
39936,2017-04-01 17:18:32, 116.291577 39.837002, 116.380038 39.906234,35.0
39937,2017-04-01 17:12:07, 116.304459 39.823337, 116.296761 39.820045,16.0
39938,2017-04-01 15:11:21, 116.454521 39.910429, 116.442552 39.983867,42.0
39939,2017-04-01 07:04:49, 116.321688 40.03571, 116.365983 39.987598,34.0
39940,2017-04-01 14:48:53, 116.362894 39.931512, 116.408669 39.979331,34.0
39941,2017-04-01 15:25:19, 116.282396 39.961361, 116.320191 40.083437,302.0
39942,2017-04-01 19:14:56, 116.651663 39.931401, 116.601629 39.916389,14.0
39943,2017-04-01 19:14:49, 116.422864 39.94705, 116.592779 39.90002,80.0
39944,2017-04-01 19:48:53, 116.483976 39.939465, 116.592779 39.90002,53.0
39945,2017-04-01 04:16:20, 116.407755 39.852389, 116.412166 39.819811,11.0
39946,2017-04-01 15:45:01, 116.36487 39.938158, 116.351149 40.042459,252.0
39947,2017-04-01 16:05:25, 116.456874 39.921449, 116.533814 39.862215,30.0
39948,2017-04-01 16:15:44, 116.484623 39.91386, 116.533814 39.862215,23.0
39949,2017-04-01 08:58:35, 116.146914 40.072892, 116.216315 40.008633,30.0
39950,2017-04-01 09:28:21, 116.177115 39.868008, 116.161091 39.799987,24.0
39951,2017-04-01 14:38:54, 116.109143 40.00903, 116.161091 39.799987,76.0
39952,2017-04-01 13:20:28, 116.097752 39.717595, 116.176156 39.774708,30.0
39953,2017-04-01 11:11:04, 116.476583 39.917319, 116.622078 40.06104,65.0
39954,2017-04-01 22:20:37, 116.356453 39.912594, 116.355365 39.883898,16.0
39955,2017-04-01 10:11:44, 116.45453 39.928877, 116.262991 40.036622,66.0
39956,2017-04-01 15:24:28, 116.634155 40.035096, 116.634074 40.034412,1.0
39957,2017-04-01 16:53:24, 116.592617 39.930281, 116.509463 39.873217,49.0
39958,2017-04-01 07:10:55, 116.242853 39.927155, 116.424131 39.945304,50.0
39959,2017-04-01 13:18:27, 116.312076 39.769313, 116.309161 39.770051,5.0
39960,2017-04-01 18:40:51, 116.439124 39.957172, 116.359492 39.947591,22.0
39961,2017-04-01 20:02:26, 116.359507 39.94694, 116.246175 39.839947,49.0
39962,2017-04-01 21:03:26, 116.449131 39.955762, 116.488293 39.926868,15.0
39963,2017-04-01 12:44:59, 116.338765 40.007158, 116.32638 39.922647,30.0
39964,2017-04-01 15:02:46, 116.332333 39.92979, 116.325838 39.925723,15.0
39965,2017-04-01 16:34:04, 116.317879 39.921525, 116.30979 39.918448,16.0
39966,2017-04-01 16:52:48, 116.311978 39.919062, 116.30979 39.918448,4.0
39967,2017-04-01 18:17:56, 116.310055 39.918543, 116.350661 40.004072,52.0
39968,2017-04-01 08:06:36, 116.295664 39.81968, 116.328144 39.960903,82.0
39969,2017-04-01 11:17:55, 116.363181 39.928427, 116.328144 39.960903,15.0
39970,2017-04-01 11:45:19, 116.329575 39.966601, 116.328375 39.959681,16.0
39971,2017-04-01 20:04:04, 116.328075 39.959564, 116.310894 39.817941,51.0
39972,2017-04-01 08:43:06, 116.385396 39.954794, 116.366075 39.943482,45.0
39973,2017-04-01 06:17:03, 116.312552 39.914296, 116.395941 39.994093,37.0
39974,2017-04-01 08:21:02, 116.327662 39.987625, 116.391604 40.010952,19.0
39975,2017-04-01 11:25:31, 116.393517 40.009541, 116.433959 39.85153,58.0
39976,2017-04-01 11:37:23, 116.393607 40.010384, 116.466655 39.887496,48.0
39977,2017-04-01 11:58:11, 116.565403 39.973693, 116.357722 39.867356,69.0
39978,2017-04-01 12:14:02, 116.558113 39.956958, 116.357722 39.867356,64.0
